model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCE-PLRec,200,1,1,10,Cosine,0,1.1,,"[0.0454, 0.0021]","[0.0085, 0.0005]","[0.007, 0.0004]","[0.006, 0.0003]","[0.0115, 0.0008]","[0.0037, 0.0001]","[0.0168, 0.0016]","[0.0485, 0.0029]","[0.0597, 0.0032]","[0.0679, 0.0034]","[0.0337, 0.0024]","[0.1011, 0.0041]"
NCE-PLRec,200,1,1,10,Cosine,0,1.2,,"[0.0463, 0.0021]","[0.0087, 0.0005]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0118, 0.0008]","[0.0038, 0.0001]","[0.0167, 0.0016]","[0.0498, 0.0029]","[0.0612, 0.0032]","[0.0699, 0.0034]","[0.0341, 0.0024]","[0.1041, 0.0041]"
NCE-PLRec,200,1,1,10,Cosine,0,1.3,,"[0.0476, 0.0021]","[0.0089, 0.0005]","[0.0074, 0.0004]","[0.0064, 0.0003]","[0.0119, 0.0008]","[0.004, 0.0002]","[0.0168, 0.0016]","[0.0508, 0.003]","[0.0629, 0.0033]","[0.0718, 0.0035]","[0.0342, 0.0024]","[0.1084, 0.0042]"
NCE-PLRec,200,1,10,10,Cosine,0,0.7,,"[0.0429, 0.0021]","[0.0079, 0.0005]","[0.0064, 0.0003]","[0.0056, 0.0003]","[0.0111, 0.0008]","[0.0034, 0.0001]","[0.0168, 0.0016]","[0.0454, 0.0028]","[0.055, 0.0031]","[0.0627, 0.0033]","[0.032, 0.0024]","[0.0936, 0.0039]"
NCE-PLRec,200,1,10,10,Cosine,0,0.8,,"[0.0433, 0.0021]","[0.0081, 0.0005]","[0.0065, 0.0003]","[0.0056, 0.0003]","[0.0114, 0.0008]","[0.0035, 0.0001]","[0.0166, 0.0016]","[0.0464, 0.0028]","[0.0556, 0.0031]","[0.064, 0.0033]","[0.0328, 0.0024]","[0.0953, 0.0039]"
NCE-PLRec,200,1,10,10,Cosine,0,0.9,,"[0.0439, 0.0021]","[0.0082, 0.0005]","[0.0067, 0.0003]","[0.0057, 0.0003]","[0.0115, 0.0008]","[0.0035, 0.0001]","[0.0165, 0.0016]","[0.0474, 0.0029]","[0.0572, 0.0031]","[0.0652, 0.0033]","[0.0331, 0.0024]","[0.0966, 0.004]"
NCE-PLRec,200,1,10,10,Cosine,0,1.0,,"[0.0446, 0.0021]","[0.0083, 0.0005]","[0.0068, 0.0004]","[0.0058, 0.0003]","[0.0115, 0.0008]","[0.0036, 0.0001]","[0.0164, 0.0016]","[0.048, 0.0029]","[0.0581, 0.0032]","[0.0665, 0.0034]","[0.0336, 0.0024]","[0.0987, 0.004]"
NCE-PLRec,200,1,10,10,Cosine,0,1.1,,"[0.0454, 0.0021]","[0.0085, 0.0005]","[0.007, 0.0004]","[0.006, 0.0003]","[0.0115, 0.0008]","[0.0037, 0.0001]","[0.0167, 0.0016]","[0.0486, 0.0029]","[0.0598, 0.0032]","[0.068, 0.0034]","[0.0336, 0.0024]","[0.1011, 0.0041]"
NCE-PLRec,200,1,10,10,Cosine,0,1.2,,"[0.0464, 0.0021]","[0.0087, 0.0005]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0118, 0.0008]","[0.0038, 0.0001]","[0.0168, 0.0016]","[0.0498, 0.0029]","[0.0612, 0.0032]","[0.07, 0.0034]","[0.0341, 0.0024]","[0.1042, 0.0041]"
NCE-PLRec,200,1,10,10,Cosine,0,1.3,,"[0.0477, 0.0021]","[0.0089, 0.0005]","[0.0074, 0.0004]","[0.0064, 0.0003]","[0.0119, 0.0008]","[0.004, 0.0002]","[0.0168, 0.0016]","[0.0508, 0.003]","[0.063, 0.0033]","[0.0718, 0.0035]","[0.0342, 0.0024]","[0.1086, 0.0042]"
NCE-PLRec,200,1,100,10,Cosine,0,0.7,,"[0.043, 0.0021]","[0.0079, 0.0005]","[0.0065, 0.0003]","[0.0056, 0.0003]","[0.0112, 0.0008]","[0.0034, 0.0001]","[0.0166, 0.0016]","[0.0455, 0.0028]","[0.0552, 0.0031]","[0.0628, 0.0033]","[0.032, 0.0024]","[0.0942, 0.0039]"
NCE-PLRec,200,1,100,10,Cosine,0,0.8,,"[0.0434, 0.0021]","[0.0081, 0.0005]","[0.0066, 0.0003]","[0.0057, 0.0003]","[0.0114, 0.0008]","[0.0035, 0.0001]","[0.0165, 0.0016]","[0.0465, 0.0028]","[0.056, 0.0031]","[0.0643, 0.0033]","[0.0327, 0.0024]","[0.0956, 0.004]"
NCE-PLRec,200,1,100,10,Cosine,0,0.9,,"[0.044, 0.0021]","[0.0082, 0.0005]","[0.0067, 0.0004]","[0.0058, 0.0003]","[0.0115, 0.0008]","[0.0035, 0.0001]","[0.0165, 0.0016]","[0.0475, 0.0029]","[0.0573, 0.0031]","[0.0655, 0.0033]","[0.0332, 0.0024]","[0.0971, 0.004]"
NCE-PLRec,200,1,100,10,Cosine,0,1.0,,"[0.0447, 0.0021]","[0.0084, 0.0005]","[0.0068, 0.0004]","[0.0059, 0.0003]","[0.0115, 0.0008]","[0.0036, 0.0001]","[0.0164, 0.0016]","[0.0481, 0.0029]","[0.0582, 0.0032]","[0.0667, 0.0034]","[0.0336, 0.0024]","[0.0992, 0.004]"
NCE-PLRec,200,1,100,10,Cosine,0,1.1,,"[0.0455, 0.0021]","[0.0085, 0.0005]","[0.007, 0.0004]","[0.006, 0.0003]","[0.0115, 0.0008]","[0.0037, 0.0001]","[0.0168, 0.0016]","[0.0485, 0.0029]","[0.0597, 0.0032]","[0.0684, 0.0034]","[0.0336, 0.0024]","[0.1014, 0.0041]"
NCE-PLRec,200,1,100,10,Cosine,0,1.2,,"[0.0466, 0.0021]","[0.0088, 0.0005]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0118, 0.0008]","[0.0038, 0.0001]","[0.017, 0.0016]","[0.0502, 0.0029]","[0.0613, 0.0032]","[0.0701, 0.0034]","[0.034, 0.0024]","[0.1047, 0.0041]"
NCE-PLRec,200,1,100,10,Cosine,0,1.3,,"[0.0479, 0.0021]","[0.0089, 0.0005]","[0.0074, 0.0004]","[0.0064, 0.0003]","[0.0119, 0.0008]","[0.004, 0.0002]","[0.0167, 0.0016]","[0.0508, 0.003]","[0.0631, 0.0033]","[0.0723, 0.0035]","[0.0339, 0.0024]","[0.1092, 0.0042]"
NCE-PLRec,200,1,1000,10,Cosine,0,0.7,,"[0.044, 0.0021]","[0.0081, 0.0005]","[0.0066, 0.0003]","[0.0057, 0.0003]","[0.0114, 0.0008]","[0.0036, 0.0001]","[0.0164, 0.0016]","[0.0461, 0.0028]","[0.0563, 0.0031]","[0.0644, 0.0033]","[0.0328, 0.0024]","[0.0977, 0.004]"
NCE-PLRec,200,1,1000,10,Cosine,0,0.8,,"[0.0444, 0.0021]","[0.0083, 0.0005]","[0.0068, 0.0004]","[0.0058, 0.0003]","[0.0115, 0.0008]","[0.0036, 0.0001]","[0.0163, 0.0016]","[0.0473, 0.0029]","[0.0578, 0.0031]","[0.0658, 0.0033]","[0.0326, 0.0024]","[0.0985, 0.004]"
NCE-PLRec,200,1,1000,10,Cosine,0,0.9,,"[0.0451, 0.0021]","[0.0084, 0.0005]","[0.0069, 0.0004]","[0.0059, 0.0003]","[0.0116, 0.0008]","[0.0037, 0.0001]","[0.0165, 0.0016]","[0.0483, 0.0029]","[0.0582, 0.0032]","[0.0665, 0.0034]","[0.0334, 0.0024]","[0.1008, 0.0041]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.0,,"[0.0458, 0.0021]","[0.0085, 0.0005]","[0.007, 0.0004]","[0.0061, 0.0003]","[0.0116, 0.0008]","[0.0037, 0.0001]","[0.0167, 0.0016]","[0.0485, 0.0029]","[0.059, 0.0032]","[0.0684, 0.0034]","[0.0337, 0.0024]","[0.1023, 0.0041]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.1,,"[0.0464, 0.0021]","[0.0087, 0.0005]","[0.0072, 0.0004]","[0.0062, 0.0003]","[0.0116, 0.0008]","[0.0038, 0.0001]","[0.0165, 0.0016]","[0.0496, 0.0029]","[0.0608, 0.0032]","[0.07, 0.0034]","[0.0335, 0.0024]","[0.1051, 0.0041]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.2,,"[0.0477, 0.0021]","[0.0089, 0.0005]","[0.0074, 0.0004]","[0.0064, 0.0003]","[0.0118, 0.0008]","[0.004, 0.0002]","[0.017, 0.0016]","[0.0509, 0.003]","[0.0628, 0.0033]","[0.0726, 0.0035]","[0.0336, 0.0024]","[0.1089, 0.0042]"
NCE-PLRec,200,1,1000,10,Cosine,0,1.3,,"[0.0491, 0.0021]","[0.0091, 0.0005]","[0.0076, 0.0004]","[0.0066, 0.0003]","[0.0119, 0.0008]","[0.0042, 0.0002]","[0.0172, 0.0016]","[0.0517, 0.003]","[0.0645, 0.0033]","[0.0741, 0.0035]","[0.0336, 0.0024]","[0.1134, 0.0043]"
NCE-PLRec,200,1,10000,10,Cosine,0,0.7,,"[0.048, 0.0021]","[0.0088, 0.0005]","[0.0075, 0.0004]","[0.0065, 0.0003]","[0.0116, 0.0008]","[0.0041, 0.0002]","[0.017, 0.0016]","[0.0494, 0.0029]","[0.0624, 0.0032]","[0.072, 0.0035]","[0.0329, 0.0024]","[0.1107, 0.0042]"
NCE-PLRec,200,1,10000,10,Cosine,0,0.8,,"[0.0483, 0.0021]","[0.0089, 0.0005]","[0.0076, 0.0004]","[0.0066, 0.0003]","[0.0116, 0.0008]","[0.0042, 0.0002]","[0.0168, 0.0016]","[0.0501, 0.0029]","[0.0633, 0.0033]","[0.0722, 0.0035]","[0.0329, 0.0024]","[0.112, 0.0042]"
NCE-PLRec,200,1,10000,10,Cosine,0,0.9,,"[0.0487, 0.0021]","[0.009, 0.0005]","[0.0076, 0.0004]","[0.0066, 0.0003]","[0.0118, 0.0008]","[0.0042, 0.0002]","[0.0169, 0.0016]","[0.0506, 0.0029]","[0.0637, 0.0033]","[0.073, 0.0035]","[0.0335, 0.0024]","[0.1135, 0.0043]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.0,,"[0.049, 0.0021]","[0.0091, 0.0005]","[0.0077, 0.0004]","[0.0066, 0.0003]","[0.012, 0.0008]","[0.0042, 0.0002]","[0.017, 0.0016]","[0.0512, 0.003]","[0.0641, 0.0033]","[0.073, 0.0035]","[0.0339, 0.0024]","[0.1143, 0.0043]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.1,,"[0.0497, 0.0021]","[0.0092, 0.0005]","[0.0077, 0.0004]","[0.0067, 0.0003]","[0.012, 0.0008]","[0.0043, 0.0002]","[0.0171, 0.0016]","[0.0519, 0.003]","[0.0649, 0.0033]","[0.0746, 0.0035]","[0.0341, 0.0024]","[0.1165, 0.0043]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.2,,"[0.0501, 0.0022]","[0.0092, 0.0005]","[0.0079, 0.0004]","[0.0068, 0.0003]","[0.0121, 0.0008]","[0.0044, 0.0002]","[0.0175, 0.0016]","[0.052, 0.003]","[0.0665, 0.0034]","[0.0759, 0.0036]","[0.0338, 0.0024]","[0.1174, 0.0043]"
NCE-PLRec,200,1,10000,10,Cosine,0,1.3,,"[0.0509, 0.0022]","[0.0093, 0.0005]","[0.008, 0.0004]","[0.007, 0.0003]","[0.0121, 0.0008]","[0.0045, 0.0002]","[0.0172, 0.0016]","[0.052, 0.003]","[0.0668, 0.0034]","[0.0774, 0.0036]","[0.0335, 0.0024]","[0.1205, 0.0044]"
