model,rank,alpha,lambda,iter,similarity,corruption,root,topK,NDCG,Precision@10,Precision@15,Precision@20,Precision@5,Precision@50,R-Precision,Recall@10,Recall@15,Recall@20,Recall@5,Recall@50
NCE-PLRec,50,1,100,10,Cosine,0,1.3,,"[0.0529, 0.0012]","[0.009, 0.0003]","[0.0077, 0.0002]","[0.0068, 0.0002]","[0.0113, 0.0004]","[0.0044, 0.0001]","[0.0162, 0.0009]","[0.0562, 0.0017]","[0.0713, 0.0019]","[0.0839, 0.0021]","[0.0359, 0.0014]","[0.1331, 0.0026]"
NCE-PLRec,50,1,1000,10,Cosine,0,0.7,,"[0.0462, 0.0011]","[0.0076, 0.0002]","[0.0063, 0.0002]","[0.0057, 0.0001]","[0.0099, 0.0004]","[0.0038, 0.0001]","[0.015, 0.0009]","[0.0471, 0.0016]","[0.0585, 0.0018]","[0.0698, 0.0019]","[0.0315, 0.0013]","[0.1155, 0.0024]"
NCE-PLRec,50,1,1000,10,Cosine,0,0.8,,"[0.0465, 0.0011]","[0.0076, 0.0002]","[0.0065, 0.0002]","[0.0057, 0.0001]","[0.0099, 0.0004]","[0.0038, 0.0001]","[0.015, 0.0009]","[0.0471, 0.0016]","[0.0598, 0.0018]","[0.0701, 0.0019]","[0.0314, 0.0013]","[0.1166, 0.0024]"
NCE-PLRec,50,1,1000,10,Cosine,0,0.9,,"[0.0472, 0.0012]","[0.0077, 0.0002]","[0.0066, 0.0002]","[0.0058, 0.0002]","[0.0102, 0.0004]","[0.0039, 0.0001]","[0.0152, 0.0009]","[0.0482, 0.0016]","[0.061, 0.0018]","[0.0717, 0.0019]","[0.0323, 0.0013]","[0.1183, 0.0024]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.0,,"[0.048, 0.0012]","[0.008, 0.0002]","[0.0068, 0.0002]","[0.006, 0.0002]","[0.0104, 0.0004]","[0.004, 0.0001]","[0.0152, 0.0009]","[0.0497, 0.0016]","[0.0627, 0.0018]","[0.0736, 0.002]","[0.0329, 0.0013]","[0.12, 0.0024]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.1,,"[0.0494, 0.0012]","[0.0083, 0.0002]","[0.007, 0.0002]","[0.0062, 0.0002]","[0.0105, 0.0004]","[0.0041, 0.0001]","[0.0157, 0.0009]","[0.0516, 0.0017]","[0.0642, 0.0018]","[0.0757, 0.002]","[0.0334, 0.0014]","[0.1238, 0.0025]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.2,,"[0.0507, 0.0012]","[0.0085, 0.0003]","[0.0073, 0.0002]","[0.0065, 0.0002]","[0.0108, 0.0004]","[0.0042, 0.0001]","[0.0159, 0.0009]","[0.0532, 0.0017]","[0.0673, 0.0019]","[0.0798, 0.002]","[0.0344, 0.0014]","[0.1277, 0.0025]"
NCE-PLRec,50,1,1000,10,Cosine,0,1.3,,"[0.053, 0.0012]","[0.009, 0.0003]","[0.0077, 0.0002]","[0.0069, 0.0002]","[0.0113, 0.0004]","[0.0044, 0.0001]","[0.0162, 0.0009]","[0.0561, 0.0017]","[0.0714, 0.0019]","[0.0845, 0.0021]","[0.0359, 0.0014]","[0.1337, 0.0026]"
NCE-PLRec,50,1,10000,10,Cosine,0,0.7,,"[0.0468, 0.0012]","[0.0076, 0.0002]","[0.0065, 0.0002]","[0.0058, 0.0002]","[0.01, 0.0004]","[0.0039, 0.0001]","[0.015, 0.0009]","[0.0477, 0.0016]","[0.0599, 0.0018]","[0.0713, 0.0019]","[0.0318, 0.0013]","[0.1176, 0.0024]"
NCE-PLRec,50,1,10000,10,Cosine,0,0.8,,"[0.0473, 0.0012]","[0.0077, 0.0002]","[0.0066, 0.0002]","[0.0058, 0.0002]","[0.0101, 0.0004]","[0.0039, 0.0001]","[0.0153, 0.0009]","[0.0481, 0.0016]","[0.0607, 0.0018]","[0.0718, 0.0019]","[0.0321, 0.0013]","[0.1186, 0.0024]"
NCE-PLRec,50,1,10000,10,Cosine,0,0.9,,"[0.048, 0.0012]","[0.0078, 0.0002]","[0.0067, 0.0002]","[0.006, 0.0002]","[0.0103, 0.0004]","[0.004, 0.0001]","[0.0152, 0.0009]","[0.0488, 0.0016]","[0.0621, 0.0018]","[0.073, 0.002]","[0.0326, 0.0013]","[0.1203, 0.0025]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.0,,"[0.0488, 0.0012]","[0.0081, 0.0002]","[0.007, 0.0002]","[0.0061, 0.0002]","[0.0104, 0.0004]","[0.004, 0.0001]","[0.0153, 0.0009]","[0.0504, 0.0016]","[0.0642, 0.0018]","[0.075, 0.002]","[0.0331, 0.0013]","[0.1226, 0.0025]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.1,,"[0.0502, 0.0012]","[0.0083, 0.0003]","[0.0071, 0.0002]","[0.0063, 0.0002]","[0.0106, 0.0004]","[0.0042, 0.0001]","[0.016, 0.0009]","[0.0519, 0.0017]","[0.0655, 0.0019]","[0.0769, 0.002]","[0.0337, 0.0014]","[0.1265, 0.0025]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.2,,"[0.0515, 0.0012]","[0.0086, 0.0003]","[0.0074, 0.0002]","[0.0066, 0.0002]","[0.0108, 0.0004]","[0.0043, 0.0001]","[0.0158, 0.0009]","[0.0538, 0.0017]","[0.0684, 0.0019]","[0.081, 0.0021]","[0.0345, 0.0014]","[0.1307, 0.0025]"
NCE-PLRec,50,1,10000,10,Cosine,0,1.3,,"[0.0537, 0.0012]","[0.009, 0.0003]","[0.0078, 0.0002]","[0.0069, 0.0002]","[0.0112, 0.0004]","[0.0045, 0.0001]","[0.0159, 0.0009]","[0.0564, 0.0017]","[0.072, 0.0019]","[0.085, 0.0021]","[0.0358, 0.0014]","[0.1372, 0.0026]"
NCE-PLRec,100,1,1,10,Cosine,0,0.7,,"[0.0476, 0.0012]","[0.0078, 0.0002]","[0.0065, 0.0002]","[0.0058, 0.0001]","[0.0105, 0.0004]","[0.0038, 0.0001]","[0.0165, 0.0009]","[0.0486, 0.0016]","[0.061, 0.0018]","[0.0714, 0.0019]","[0.0334, 0.0014]","[0.1154, 0.0024]"
NCE-PLRec,100,1,1,10,Cosine,0,0.8,,"[0.0479, 0.0012]","[0.0079, 0.0002]","[0.0067, 0.0002]","[0.0058, 0.0001]","[0.0106, 0.0004]","[0.0038, 0.0001]","[0.0166, 0.0009]","[0.0496, 0.0016]","[0.0625, 0.0018]","[0.0722, 0.0019]","[0.0336, 0.0014]","[0.1163, 0.0024]"
NCE-PLRec,100,1,1,10,Cosine,0,0.9,,"[0.0486, 0.0012]","[0.0081, 0.0002]","[0.0068, 0.0002]","[0.0059, 0.0002]","[0.0108, 0.0004]","[0.0039, 0.0001]","[0.0168, 0.0009]","[0.0513, 0.0017]","[0.0636, 0.0018]","[0.0737, 0.002]","[0.0344, 0.0014]","[0.1169, 0.0024]"
NCE-PLRec,100,1,1,10,Cosine,0,1.0,,"[0.0498, 0.0012]","[0.0084, 0.0002]","[0.007, 0.0002]","[0.0062, 0.0002]","[0.0112, 0.0004]","[0.0039, 0.0001]","[0.0169, 0.0009]","[0.0531, 0.0017]","[0.0657, 0.0019]","[0.0765, 0.002]","[0.0358, 0.0014]","[0.1198, 0.0024]"
NCE-PLRec,100,1,1,10,Cosine,0,1.1,,"[0.0511, 0.0012]","[0.0086, 0.0003]","[0.0072, 0.0002]","[0.0063, 0.0002]","[0.0116, 0.0004]","[0.0041, 0.0001]","[0.0174, 0.0009]","[0.0544, 0.0017]","[0.0675, 0.0019]","[0.0786, 0.002]","[0.0371, 0.0014]","[0.1228, 0.0025]"
NCE-PLRec,100,1,1,10,Cosine,0,1.2,,"[0.0528, 0.0012]","[0.0089, 0.0003]","[0.0075, 0.0002]","[0.0065, 0.0002]","[0.012, 0.0004]","[0.0041, 0.0001]","[0.0185, 0.001]","[0.0564, 0.0017]","[0.0701, 0.0019]","[0.0805, 0.002]","[0.0385, 0.0015]","[0.1254, 0.0025]"
NCE-PLRec,100,1,1,10,Cosine,0,1.3,,"[0.0545, 0.0013]","[0.0093, 0.0003]","[0.0078, 0.0002]","[0.0068, 0.0002]","[0.0125, 0.0004]","[0.0043, 0.0001]","[0.0188, 0.001]","[0.0585, 0.0018]","[0.0726, 0.002]","[0.0838, 0.0021]","[0.0403, 0.0015]","[0.13, 0.0025]"
NCE-PLRec,100,1,10,10,Cosine,0,0.7,,"[0.0476, 0.0012]","[0.0078, 0.0002]","[0.0065, 0.0002]","[0.0058, 0.0001]","[0.0105, 0.0004]","[0.0038, 0.0001]","[0.0165, 0.0009]","[0.0487, 0.0016]","[0.061, 0.0018]","[0.0714, 0.0019]","[0.0334, 0.0014]","[0.1154, 0.0024]"
NCE-PLRec,100,1,10,10,Cosine,0,0.8,,"[0.0479, 0.0012]","[0.0079, 0.0002]","[0.0067, 0.0002]","[0.0058, 0.0001]","[0.0105, 0.0004]","[0.0038, 0.0001]","[0.0166, 0.0009]","[0.0496, 0.0016]","[0.0625, 0.0018]","[0.0722, 0.0019]","[0.0336, 0.0014]","[0.1163, 0.0024]"
NCE-PLRec,100,1,10,10,Cosine,0,0.9,,"[0.0486, 0.0012]","[0.0081, 0.0002]","[0.0068, 0.0002]","[0.0059, 0.0002]","[0.0108, 0.0004]","[0.0039, 0.0001]","[0.0168, 0.0009]","[0.0513, 0.0017]","[0.0636, 0.0018]","[0.0738, 0.002]","[0.0344, 0.0014]","[0.1169, 0.0024]"
NCE-PLRec,100,1,10,10,Cosine,0,1.0,,"[0.0498, 0.0012]","[0.0084, 0.0002]","[0.007, 0.0002]","[0.0062, 0.0002]","[0.0112, 0.0004]","[0.0039, 0.0001]","[0.0169, 0.0009]","[0.0531, 0.0017]","[0.0657, 0.0019]","[0.0765, 0.002]","[0.0358, 0.0014]","[0.1198, 0.0024]"
NCE-PLRec,100,1,10,10,Cosine,0,1.1,,"[0.0511, 0.0012]","[0.0086, 0.0003]","[0.0072, 0.0002]","[0.0063, 0.0002]","[0.0116, 0.0004]","[0.004, 0.0001]","[0.0174, 0.0009]","[0.0544, 0.0017]","[0.0675, 0.0019]","[0.0786, 0.002]","[0.0371, 0.0014]","[0.1227, 0.0025]"
NCE-PLRec,100,1,10,10,Cosine,0,1.2,,"[0.0528, 0.0012]","[0.0089, 0.0003]","[0.0075, 0.0002]","[0.0065, 0.0002]","[0.012, 0.0004]","[0.0041, 0.0001]","[0.0185, 0.001]","[0.0564, 0.0017]","[0.0701, 0.0019]","[0.0805, 0.002]","[0.0385, 0.0014]","[0.1254, 0.0025]"
NCE-PLRec,100,1,10,10,Cosine,0,1.3,,"[0.0545, 0.0013]","[0.0093, 0.0003]","[0.0078, 0.0002]","[0.0068, 0.0002]","[0.0125, 0.0004]","[0.0043, 0.0001]","[0.0188, 0.001]","[0.0585, 0.0018]","[0.0726, 0.002]","[0.0838, 0.0021]","[0.0403, 0.0015]","[0.13, 0.0025]"
NCE-PLRec,100,1,100,10,Cosine,0,0.7,,"[0.0476, 0.0012]","[0.0078, 0.0002]","[0.0065, 0.0002]","[0.0058, 0.0001]","[0.0105, 0.0004]","[0.0038, 0.0001]","[0.0165, 0.0009]","[0.0486, 0.0016]","[0.0611, 0.0018]","[0.0714, 0.0019]","[0.0334, 0.0014]","[0.1155, 0.0024]"
NCE-PLRec,100,1,100,10,Cosine,0,0.8,,"[0.048, 0.0012]","[0.0079, 0.0002]","[0.0067, 0.0002]","[0.0058, 0.0001]","[0.0105, 0.0004]","[0.0038, 0.0001]","[0.0165, 0.0009]","[0.0496, 0.0016]","[0.0625, 0.0018]","[0.0723, 0.0019]","[0.0336, 0.0014]","[0.1164, 0.0024]"
NCE-PLRec,100,1,100,10,Cosine,0,0.9,,"[0.0486, 0.0012]","[0.0082, 0.0002]","[0.0068, 0.0002]","[0.0059, 0.0002]","[0.0108, 0.0004]","[0.0039, 0.0001]","[0.0168, 0.0009]","[0.0513, 0.0017]","[0.0636, 0.0018]","[0.0738, 0.002]","[0.0344, 0.0014]","[0.117, 0.0024]"
NCE-PLRec,100,1,100,10,Cosine,0,1.0,,"[0.0499, 0.0012]","[0.0084, 0.0002]","[0.007, 0.0002]","[0.0062, 0.0002]","[0.0112, 0.0004]","[0.004, 0.0001]","[0.0169, 0.0009]","[0.0531, 0.0017]","[0.0658, 0.0019]","[0.0765, 0.002]","[0.0358, 0.0014]","[0.12, 0.0024]"
NCE-PLRec,100,1,100,10,Cosine,0,1.1,,"[0.0512, 0.0012]","[0.0086, 0.0003]","[0.0072, 0.0002]","[0.0063, 0.0002]","[0.0116, 0.0004]","[0.0041, 0.0001]","[0.0174, 0.0009]","[0.0544, 0.0017]","[0.0676, 0.0019]","[0.0788, 0.002]","[0.0372, 0.0014]","[0.1229, 0.0025]"
NCE-PLRec,100,1,100,10,Cosine,0,1.2,,"[0.0528, 0.0012]","[0.0089, 0.0003]","[0.0075, 0.0002]","[0.0065, 0.0002]","[0.012, 0.0004]","[0.0041, 0.0001]","[0.0185, 0.001]","[0.0564, 0.0017]","[0.0701, 0.0019]","[0.0806, 0.002]","[0.0385, 0.0015]","[0.1255, 0.0025]"
NCE-PLRec,100,1,100,10,Cosine,0,1.3,,"[0.0545, 0.0013]","[0.0093, 0.0003]","[0.0078, 0.0002]","[0.0068, 0.0002]","[0.0126, 0.0004]","[0.0043, 0.0001]","[0.0187, 0.001]","[0.0587, 0.0018]","[0.0727, 0.002]","[0.0838, 0.0021]","[0.0404, 0.0015]","[0.1302, 0.0025]"
NCE-PLRec,100,1,1000,10,Cosine,0,0.7,,"[0.0478, 0.0012]","[0.0078, 0.0002]","[0.0066, 0.0002]","[0.0058, 0.0001]","[0.0105, 0.0004]","[0.0038, 0.0001]","[0.0165, 0.0009]","[0.049, 0.0016]","[0.0615, 0.0018]","[0.072, 0.0019]","[0.0335, 0.0014]","[0.116, 0.0024]"
NCE-PLRec,100,1,1000,10,Cosine,0,0.8,,"[0.0483, 0.0012]","[0.008, 0.0002]","[0.0067, 0.0002]","[0.0059, 0.0001]","[0.0106, 0.0004]","[0.0039, 0.0001]","[0.0166, 0.0009]","[0.05, 0.0016]","[0.0629, 0.0018]","[0.0728, 0.002]","[0.0336, 0.0014]","[0.1171, 0.0024]"
NCE-PLRec,100,1,1000,10,Cosine,0,0.9,,"[0.0489, 0.0012]","[0.0082, 0.0002]","[0.0068, 0.0002]","[0.006, 0.0002]","[0.0108, 0.0004]","[0.0039, 0.0001]","[0.0169, 0.0009]","[0.0516, 0.0017]","[0.0641, 0.0018]","[0.0744, 0.002]","[0.0344, 0.0014]","[0.1176, 0.0024]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.0,,"[0.0502, 0.0012]","[0.0085, 0.0002]","[0.0071, 0.0002]","[0.0062, 0.0002]","[0.0113, 0.0004]","[0.004, 0.0001]","[0.017, 0.0009]","[0.0535, 0.0017]","[0.066, 0.0019]","[0.0769, 0.002]","[0.0361, 0.0014]","[0.1209, 0.0025]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.1,,"[0.0515, 0.0012]","[0.0087, 0.0003]","[0.0073, 0.0002]","[0.0064, 0.0002]","[0.0117, 0.0004]","[0.0041, 0.0001]","[0.0175, 0.0009]","[0.0546, 0.0017]","[0.0683, 0.0019]","[0.0792, 0.002]","[0.0374, 0.0014]","[0.1237, 0.0025]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.2,,"[0.0532, 0.0013]","[0.009, 0.0003]","[0.0076, 0.0002]","[0.0066, 0.0002]","[0.0121, 0.0004]","[0.0042, 0.0001]","[0.0185, 0.001]","[0.0569, 0.0017]","[0.0706, 0.0019]","[0.0813, 0.0021]","[0.0388, 0.0015]","[0.1265, 0.0025]"
NCE-PLRec,100,1,1000,10,Cosine,0,1.3,,"[0.0549, 0.0013]","[0.0094, 0.0003]","[0.0078, 0.0002]","[0.0068, 0.0002]","[0.0126, 0.0004]","[0.0043, 0.0001]","[0.0188, 0.001]","[0.059, 0.0018]","[0.0731, 0.002]","[0.0842, 0.0021]","[0.0405, 0.0015]","[0.131, 0.0025]"
NCE-PLRec,100,1,10000,10,Cosine,0,0.7,,"[0.0499, 0.0012]","[0.0082, 0.0002]","[0.0069, 0.0002]","[0.0061, 0.0002]","[0.0108, 0.0004]","[0.004, 0.0001]","[0.0168, 0.0009]","[0.0513, 0.0017]","[0.0644, 0.0018]","[0.0756, 0.002]","[0.0343, 0.0014]","[0.122, 0.0025]"
NCE-PLRec,100,1,10000,10,Cosine,0,0.8,,"[0.0504, 0.0012]","[0.0084, 0.0002]","[0.007, 0.0002]","[0.0062, 0.0002]","[0.0109, 0.0004]","[0.0041, 0.0001]","[0.0169, 0.0009]","[0.0524, 0.0017]","[0.0655, 0.0019]","[0.0768, 0.002]","[0.0348, 0.0014]","[0.123, 0.0025]"
NCE-PLRec,100,1,10000,10,Cosine,0,0.9,,"[0.0509, 0.0012]","[0.0085, 0.0003]","[0.0072, 0.0002]","[0.0063, 0.0002]","[0.0112, 0.0004]","[0.0041, 0.0001]","[0.0169, 0.0009]","[0.0536, 0.0017]","[0.0671, 0.0019]","[0.0782, 0.002]","[0.0357, 0.0014]","[0.1239, 0.0025]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.0,,"[0.0522, 0.0012]","[0.0088, 0.0003]","[0.0074, 0.0002]","[0.0065, 0.0002]","[0.0116, 0.0004]","[0.0042, 0.0001]","[0.0173, 0.0009]","[0.0554, 0.0017]","[0.0692, 0.0019]","[0.0805, 0.002]","[0.0369, 0.0014]","[0.1267, 0.0025]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.1,,"[0.0535, 0.0012]","[0.009, 0.0003]","[0.0076, 0.0002]","[0.0067, 0.0002]","[0.0119, 0.0004]","[0.0043, 0.0001]","[0.0179, 0.001]","[0.0565, 0.0017]","[0.0708, 0.0019]","[0.0826, 0.0021]","[0.0382, 0.0014]","[0.1293, 0.0025]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.2,,"[0.0549, 0.0013]","[0.0093, 0.0003]","[0.0078, 0.0002]","[0.0069, 0.0002]","[0.0123, 0.0004]","[0.0044, 0.0001]","[0.0184, 0.001]","[0.0583, 0.0018]","[0.0732, 0.002]","[0.0847, 0.0021]","[0.0394, 0.0015]","[0.1324, 0.0026]"
NCE-PLRec,100,1,10000,10,Cosine,0,1.3,,"[0.0564, 0.0013]","[0.0096, 0.0003]","[0.0081, 0.0002]","[0.0071, 0.0002]","[0.0127, 0.0004]","[0.0045, 0.0001]","[0.0185, 0.001]","[0.0603, 0.0018]","[0.0756, 0.002]","[0.0877, 0.0021]","[0.0407, 0.0015]","[0.1369, 0.0026]"
NCE-PLRec,200,1,1,10,Cosine,0,0.7,,"[0.0471, 0.0012]","[0.0079, 0.0002]","[0.0066, 0.0002]","[0.0058, 0.0001]","[0.0106, 0.0004]","[0.0037, 0.0001]","[0.0169, 0.0009]","[0.05, 0.0016]","[0.0621, 0.0018]","[0.0718, 0.0019]","[0.0341, 0.0014]","[0.1113, 0.0024]"
NCE-PLRec,200,1,1,10,Cosine,0,0.8,,"[0.0479, 0.0012]","[0.0081, 0.0002]","[0.0067, 0.0002]","[0.0059, 0.0001]","[0.0108, 0.0004]","[0.0037, 0.0001]","[0.0173, 0.0009]","[0.0512, 0.0017]","[0.063, 0.0018]","[0.073, 0.002]","[0.0349, 0.0014]","[0.1127, 0.0024]"
NCE-PLRec,200,1,1,10,Cosine,0,0.9,,"[0.0486, 0.0012]","[0.0082, 0.0002]","[0.0069, 0.0002]","[0.006, 0.0002]","[0.0111, 0.0004]","[0.0038, 0.0001]","[0.0175, 0.0009]","[0.0522, 0.0017]","[0.0645, 0.0018]","[0.0742, 0.002]","[0.0357, 0.0014]","[0.114, 0.0024]"
NCE-PLRec,200,1,1,10,Cosine,0,1.0,,"[0.0498, 0.0012]","[0.0085, 0.0003]","[0.0071, 0.0002]","[0.0061, 0.0002]","[0.0114, 0.0004]","[0.0038, 0.0001]","[0.0178, 0.0009]","[0.0536, 0.0017]","[0.0665, 0.0019]","[0.076, 0.002]","[0.0369, 0.0014]","[0.116, 0.0024]"
